"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1098657";"";"None";"332.35";"0";"1.65";"7";"NS(=O)(=O)c1cnc(Sc2ccc(F)c(F)c2)c(CO)c1";"IC50";"'='";"79.3";"nM";"7.10";"";"";"UO_0000065";"21.37";"0.46";"5.45";"7.61";"0";"CHEMBL1106608";"Inhibition of carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157929";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"79.3"
"CHEMBL4069601";"";"None";"452.53";"0";"3.14";"25a; Enantiomer-1";"COc1cc2c(cc1OC)C(c1ccccc1)N(C(=O)c1ccc(S(N)(=O)=O)cc1)CC2";"Ki";"'='";"6.9";"nM";"8.16";"";"";"UO_0000065";"18.03";"0.35";"5.02";"8.25";"0";"CHEMBL4015664";"Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014313";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"6.9"
"CHEMBL4070634";"";"None";"422.51";"0";"3.13";"23";"COc1ccc2c(c1)CCN(C(=O)c1ccc(S(N)(=O)=O)cc1)C2c1ccccc1";"Ki";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"19.69";"0.38";"5.19";"9.27";"0";"CHEMBL4015664";"Inhibition of human carbonic anhydrase 2 incubated for 15 mins prior to testing by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014313";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"4.8"
"CHEMBL34546";"";"None";"616.64";"3";"-3.97";"A5";"NS(=O)(=O)c1nnc(NC(=O)CN(CCN(CC(=O)O)CC(=O)Nc2nnc(S(N)(=O)=O)s2)CC(=O)O)s1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"12.91";"0.29";"11.93";"2.56";"0";"CHEMBL932208";"Inhibition of human recombinant CA2 by CO2 hydration stopped flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143206";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"11.0"
"CHEMBL290348";"";"None";"661.07";"3";"-3.18";"dtpa-L";"NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1Cl";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"11.98";"0.26";"11.10";"2.57";"0";"CHEMBL824220";"Inhibition of cloned isozyme, human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"12.0"
"CHEMBL158363";"";"None";"267.35";"0";"-0.06";"6";"NS(=O)(=O)c1cc2c(s1)[S+]([O-])CCC2O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"26.18";"0.64";"7.06";"6.77";"0";"CHEMBL656573";"In vitro inhibition against purified human erythrocyte carbonic anhydrase II was determined (acetozolamide used as control.)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123900";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"1E-7"
"CHEMBL1788205";"";"None";"283.35";"0";"-0.39";"R-4";"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC[C@H]2O";"Ki";"'='";"15.4";"nM";"7.81";"";"";"UO_0000065";"27.57";"0.67";"8.20";"6.82";"0";"CHEMBL659853";"In vitro binding to human erythrocyte carbonic anhydrase was determined by fluorescence competition assay employing the fluorescent CA inhibitor dansylamide";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1123900";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"1.54E-8"
"CHEMBL287117";"";"None";"274.32";"0";"0.31";"R";"NS(=O)(=O)c1nc2ccc(OCCO)cc2s1";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"29.73";"0.66";"7.84";"7.96";"1";"CHEMBL824220";"Inhibition of cloned isozyme, human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134204";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"7.0"
"CHEMBL266026";"";"None";"341.41";"0";"0.39";"20";"Nc1ccc(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"21.91";"0.46";"7.09";"5.65";"1";"CHEMBL839012";"Inhibitory activity against human carbonic anhydrase II (hCAII)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144327";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"33.0"
"CHEMBL360356";"";"None";"275.74";"0";"1.51";"20";"NS(=O)(=O)c1nnc(-c2ccccc2Cl)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"28.73";"0.68";"6.41";"9.22";"1";"CHEMBL829640";"Ki value against human carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141984";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"12.0"
"CHEMBL186716";"";"None";"309.36";"0";"0.35";"11";"CNc1nc(NC)nc(Nc2ccc(S(N)(=O)=O)cc2)n1";"Ki";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"24.69";"0.50";"7.29";"5.66";"0";"CHEMBL828795";"Inhibitory activity against human carbonic anhydrase II expressed in Escherichia coli BL21";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138005";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"23.0"
"CHEMBL186504";"";"None";"323.38";"0";"0.21";"12";"CNc1nc(NC)nc(NCc2ccc(S(N)(=O)=O)cc2)n1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"24.19";"0.49";"7.61";"5.80";"0";"CHEMBL828795";"Inhibitory activity against human carbonic anhydrase II expressed in Escherichia coli BL21";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138005";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"15.0"
"CHEMBL77517";"INDISULAM";"2.0";"385.85";"0";"2.27";"6";"NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"20.28";"0.45";"5.55";"6.41";"1";"CHEMBL881708";"Inhibition of cloned human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141071";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"15.0"
"CHEMBL51668";"";"None";"383.45";"0";"-0.05";"1s";"NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"21.65";"0.45";"8.35";"5.56";"1";"CHEMBL881704";"Inhibitory activity against human Carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"5.0"
"CHEMBL363168";"";"None";"404.86";"0";"1.28";"3";"NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)Nc2ccccc2)cc1Cl";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.29";"0.38";"5.72";"4.34";"0";"CHEMBL881704";"Inhibitory activity against human Carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"100.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AZA";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"20.02";"nM";"7.70";"";"";"UO_0000065";"34.64";"0.81";"8.56";"6.69";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"20.02"
"CHEMBL2392426";"";"None";"422.47";"0";"1.89";"5";"Cc1ccc(N2NC(=O)/C(=C/c3cccn3-c3ccc(S(N)(=O)=O)cc3)C2=O)cc1";"IC50";"'='";"27.16";"nM";"7.57";"";"";"UO_0000065";"17.91";"0.34";"5.68";"6.61";"0";"CHEMBL2394010";"Inhibition of full length carbonic anhydrase-2 in human erythrocytes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390891";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"27.16"
"CHEMBL23238";"";"None";"326.40";"0";"0.81";"1m";"NS(=O)(=O)c1ccc(CNS(=O)(=O)c2ccccc2)cc1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"22.67";"0.48";"6.59";"6.96";"1";"CHEMBL881704";"Inhibitory activity against human Carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143479";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"40.0"
"CHEMBL266240";"";"None";"285.73";"0";"-0.78";"12";"Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O";"Ki";"'='";"75.0";"nM";"7.12";"";"";"UO_0000065";"24.94";"0.61";"7.90";"4.87";"1";"CHEMBL4035751";"Inhibition of human carbonic anhydrase-2 assessed as reduction in CO2 hydration preincubated for 15 mins followed by CO2 addition measured for 10 to 100 secs by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033693";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"75.0"
"CHEMBL218490";"DORZOLAMIDE";"4.0";"324.45";"0";"0.61";"DZA";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"24.80";"0.58";"7.44";"7.57";"1";"CHEMBL4035751";"Inhibition of human carbonic anhydrase-2 assessed as reduction in CO2 hydration preincubated for 15 mins followed by CO2 addition measured for 10 to 100 secs by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033693";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"9.0"
"CHEMBL220492";"TOPIRAMATE";"4.0";"339.37";"0";"-0.40";"TPM";"CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.57";"0.50";"8.40";"6.92";"1";"CHEMBL4035751";"Inhibition of human carbonic anhydrase-2 assessed as reduction in CO2 hydration preincubated for 15 mins followed by CO2 addition measured for 10 to 100 secs by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4033693";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"10.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"1";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"69.7";"nM";"7.16";"";"";"UO_0000065";"32.20";"0.75";"8.02";"6.22";"0";"CHEMBL928731";"Inhibition of human carbonic anhydrase 2 in presence of 1.00 mM beta-mercaptoethanol";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141531";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"69.7"
"CHEMBL4100843";"";"None";"350.37";"0";"2.13";"4p";"COc1ccc(/C=C/C(=O)Nc2ccc(S(N)(=O)=O)cc2)c(F)c1";"Ki";"'='";"4.5";"nM";"8.35";"";"";"UO_0000065";"23.82";"0.47";"6.22";"8.47";"0";"CHEMBL4047055";"Inhibition of human recombinant carbonic anhydrase-2 preincubated for 10 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043219";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"4.5"
"CHEMBL190907";"";"None";"407.54";"0";"1.82";"9h";"CCCN(C)c1nc(NCc2ccc(S(N)(=O)=O)cc2)nc(N(C)CCC)n1";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"18.36";"0.36";"5.66";"6.38";"0";"CHEMBL828903";"Inhibitory constant against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140273";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"33.0"
"CHEMBL411092";"";"None";"356.36";"0";"-1.80";"15";"NS(=O)(=O)c1ccc(-c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)nn2)cc1";"Ki";"'='";"7.5";"nM";"8.12";"";"";"UO_0000065";"22.80";"0.46";"9.92";"5.05";"0";"CHEMBL951056";"Inhibition of human cloned CA2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142323";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"7.5"
"CHEMBL270989";"";"None";"482.47";"1";"-0.08";"9";"CC(=O)O[C@H]1[C@H](OC(C)=O)[C@@H](n2cc(-c3ccc(S(N)(=O)=O)cc3)nn2)OC[C@H]1OC(C)=O";"Ki";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"16.76";"0.33";"8.17";"4.52";"0";"CHEMBL951056";"Inhibition of human cloned CA2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142323";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"8.2"
"CHEMBL272881";"";"None";"181.22";"0";"0.32";"1";"C#Cc1ccc(S(N)(=O)=O)cc1";"Ki";"'='";"5.1";"nM";"8.29";"";"";"UO_0000065";"45.76";"0.94";"7.97";"13.78";"0";"CHEMBL951056";"Inhibition of human cloned CA2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142323";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"5.1"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"IC50";"'='";"63.0";"nM";"7.20";"";"";"UO_0000065";"32.40";"0.76";"8.06";"6.26";"0";"CHEMBL929038";"Inhibition of human carbonic anhydrase 2 assessed as 4-nitrophenyl phosphate hydrolysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141547";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"63.0"
"CHEMBL77517";"INDISULAM";"2.0";"385.85";"0";"2.27";"IND";"NS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c(Cl)c[nH]c23)cc1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"20.28";"0.45";"5.55";"6.41";"1";"CHEMBL3107031";"Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102853";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"15.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL3107031";"Inhibition of human CA2 cytosolic isoform after 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3102853";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"12.0"
"CHEMBL1836633";"";"None";"626.62";"3";"-5.55";"26";"NS(=O)(=O)c1ccc(-n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)nn2)cc1";"Ki";"'='";"48.2";"nM";"7.32";"";"";"UO_0000065";"11.68";"0.24";"12.87";"2.49";"0";"CHEMBL1837601";"Inhibition of human recombinant CA2 by CO2 hydration based stopped flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833899";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"48.2"
"CHEMBL73962";"BENZOLAMIDE";"None";"320.38";"0";"-0.01";"BZA";"NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"25.11";"0.58";"8.06";"6.09";"1";"CHEMBL863824";"Inhibition of human recombinant CA2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146953";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"9.0"
"CHEMBL99736";"";"None";"512.95";"0";"-0.46";"A16";"Cc1cc(C)[n+](CC(=O)NCCC(=O)Nc2nnc(S(N)(=O)=O)s2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-]";"Ki";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"19.72";"0.41";"8.61";"5.51";"0";"CHEMBL657146";"Inhibitory activity against human carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133669";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"7.0"
"CHEMBL103015";"";"None";"603.08";"1";"1.41";"C16";"CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1.[O-][Cl+3]([O-])([O-])[O-]";"Ki";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"16.67";"0.34";"6.99";"5.67";"0";"CHEMBL657146";"Inhibitory activity against human carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133669";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"4.0"
"CHEMBL266157";"";"None";"347.49";"0";"0.69";"A5";"NS(=O)(=O)c1ccc(CNSC(=S)N2CCOCC2)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.02";"0.52";"7.31";"9.45";"0";"CHEMBL658942";"Inhibition of human carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132884";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10.0"
"CHEMBL351044";"";"None";"382.80";"0";"2.85";"A7";"NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)c(F)c1";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"19.65";"0.41";"4.67";"7.35";"0";"CHEMBL659846";"Inhibition of human cloned Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133155";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"30.0"
"CHEMBL142132";"";"None";"460.38";"0";"2.41";"C22";"NS(=O)(=O)c1nc2ccc(OS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)cc2s1";"Ki";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"20.68";"0.46";"7.11";"8.18";"0";"CHEMBL657194";"Inhibition of human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133531";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.3"
"CHEMBL140692";"";"None";"431.36";"0";"1.98";"C25";"NS(=O)(=O)c1ccc(CCOS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1";"Ki";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"17.28";"0.38";"5.48";"7.20";"0";"CHEMBL657194";"Inhibition of human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133531";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"35.0"
"CHEMBL140792";"";"None";"711.40";"2";"5.65";"D21";"NS(=O)(=O)c1nc2ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2s1";"Ki";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"12.96";"0.30";"3.57";"7.74";"0";"CHEMBL657194";"Inhibition of human recombinant carbonic anhydrase II (CA2)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133531";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.6"
"CHEMBL3126810";"";"None";"342.38";"0";"1.29";"3a";"NC(=O)c1cn(-c2ccc(S(N)(=O)=O)cc2)nc1-c1ccccc1";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"22.42";"0.44";"6.39";"6.34";"0";"CHEMBL3131404";"Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 10 mins by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124744";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"21.0"
