"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL218490";"DORZOLAMIDE";"4.0";"324.45";"0";"0.61";"5, dorzolamide";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"24.80";"0.58";"7.44";"7.57";"1";"CHEMBL935610";"Inhibition of human full length carbonic anhydrase 2 by stopped flow CO2 hydrase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144732";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"9.0"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"4";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"26.37";"0.69";"7.76";"6.69";"0";"CHEMBL935610";"Inhibition of human full length carbonic anhydrase 2 by stopped flow CO2 hydrase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144732";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"9.0"
"CHEMBL319110";"";"None";"422.47";"0";"-0.21";"2A";"COCCOC(=O)c1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1";"Ki";"'='";"2.9";"nM";"8.54";"";"";"UO_0000065";"20.21";"0.45";"8.75";"5.09";"0";"CHEMBL657156";"Inhibitory activity against human carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136178";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"2.9"
"CHEMBL513854";"";"None";"569.42";"0";"3.73";"9";"Cc1cc(C)[n+](NC(=O)c2[nH]c3ccc(S(N)(=O)=O)cc3c2-c2ccc(Cl)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-]";"Ki";"'='";"0.96";"nM";"9.02";"";"";"UO_0000065";"19.19";"0.38";"5.29";"8.28";"0";"CHEMBL938998";"Inhibition of human recombinant CA2 by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136931";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"0.96"
"CHEMBL1085047";"";"None";"395.44";"0";"0.74";"3";"NS(=O)(=O)c1ccc(NC(=O)CCCCCNc2ccn(O)c(=O)n2)cc1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.94";"0.40";"7.15";"5.04";"0";"CHEMBL1119399";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155552";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"13.0"
"CHEMBL18";"ETHOXZOLAMIDE";"4.0";"258.32";"0";"1.34";"EZA";"CCOc1ccc2nc(S(N)(=O)=O)sc2c1";"Ki";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"31.34";"0.69";"6.76";"9.84";"1";"CHEMBL1119399";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155552";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"8.0"
"CHEMBL51668";"";"None";"383.45";"0";"-0.05";"SPESB";"NS(=O)(=O)c1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"21.65";"0.45";"8.35";"5.56";"1";"CHEMBL1119399";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155552";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"5.0"
"CHEMBL583971";"";"None";"324.79";"0";"2.17";"7e";"NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)c(Cl)c1";"Ki";"'='";"58.0";"nM";"7.24";"";"";"UO_0000065";"22.28";"0.47";"5.07";"8.11";"1";"CHEMBL1046598";"Inhibition of human recombinant cytosolic carbonic anhydrase 2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154094";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"58.0"
"CHEMBL73962";"BENZOLAMIDE";"None";"320.38";"0";"-0.01";"BZA";"NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"25.11";"0.58";"8.06";"6.09";"1";"CHEMBL829640";"Ki value against human carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141984";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"9.0"
"CHEMBL26";"SULPIRIDE";"3.0";"341.43";"0";"0.56";"SLP";"CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"21.67";"0.44";"6.84";"7.27";"1";"CHEMBL829640";"Ki value against human carbonic anhydrase II (hCA II)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141984";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"40.0"
"CHEMBL438693";"";"None";"487.56";"0";"2.47";"16";"NS(=O)(=O)c1ccc(CC/N=C/c2ccccc2OC(=O)NS(=O)(=O)c2ccccc2)cc1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"17.03";"0.34";"5.83";"5.73";"0";"CHEMBL925142";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140631";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"5.0"
"CHEMBL255047";"";"None";"517.39";"1";"1.11";"14";"Cc1ccc(S(=O)(=O)NC(=O)Nc2c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c2Cl)cc1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"15.31";"0.36";"6.81";"4.05";"0";"CHEMBL925142";"Inhibition of human carbonic anhydrase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140631";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";"12.0"
"CHEMBL218490";"DORZOLAMIDE";"4.0";"324.45";"0";"0.61";"DZA";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"24.80";"0.58";"7.44";"7.57";"1";"CHEMBL898040";"Inhibition of human cloned CA2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149692";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"9.0"
"CHEMBL220491";"BRINZOLAMIDE";"4.0";"383.52";"0";"0.09";"BRZ";"CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"22.22";"0.51";"8.43";"7.17";"1";"CHEMBL898040";"Inhibition of human cloned CA2 by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149692";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"3.0"
"CHEMBL83708";"";"None";"356.47";"0";"3.21";"24";"CCCCCCCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1";"IC50";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"24.67";"0.52";"5.59";"8.85";"0";"CHEMBL656575";"In vitro inhibitory activity against human Carbonic anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"1.6E-9"
"CHEMBL312635";"";"None";"300.36";"0";"1.65";"19";"CCCC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"28.28";"0.61";"6.84";"8.55";"0";"CHEMBL656574";"In vitro inhibition of human Carbonic Anhydrase II";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124628";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"3.2E-9"
"CHEMBL2092885";"";"None";"346.88";"0";"0.22";"R-4";"CCN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl";"IC50";"'='";"20.6";"nM";"7.69";"";"";"UO_0000065";"24.76";"0.58";"7.47";"7.23";"0";"CHEMBL656566";"50% inhibitory concentration against human carbonic anhydrase II (HCA II) after pre-incubation at 3 degree C";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124372";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"20.6"
"CHEMBL176495";"";"None";"187.22";"0";"-0.38";"3";"NNc1ccccc1S(N)(=O)=O";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"37.91";"0.81";"7.48";"7.23";"0";"CHEMBL828069";"Inhibitory concentration against human cystolic isozyme II of Carbonic anhydrase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138639";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.08"
"CHEMBL265674";"";"None";"180.21";"0";"-1.23";"1";"Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"40.07";"0.99";"8.45";"6.45";"1";"CHEMBL1211823";"Inhibition of human recombinant carbonic anhydrase 2 after 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208748";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"60.0"
"CHEMBL584939";"";"None";"471.54";"0";"1.06";"6, NCX 278";"CCN(C(=O)OCCCO[N+](=O)[O-])[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"16.72";"0.37";"6.83";"4.48";"0";"CHEMBL1041845";"Inhibition of human carbonic anhydrase 2 by CO2 hydrase stopped flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156128";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"13.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL3130997";"Inhibition of human recombinant carbonic anhydrase 2-mediated CO2 hydration after 6 hrs by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";"";"12.0"
"CHEMBL3126822";"";"None";"356.41";"0";"1.59";"3b";"Cc1ccc(-c2nn(-c3ccc(S(N)(=O)=O)cc3)cc2C(N)=O)cc1";"Ki";"'='";"5.6";"nM";"8.25";"";"";"UO_0000065";"23.15";"0.45";"6.66";"6.82";"0";"CHEMBL3131404";"Inhibition of human carbonic anhydrase 2-mediated CO2 hydration preincubated for 10 mins by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124744";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"5.6"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"4";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL865819";"Inhibitory activity against cloned human CA2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148565";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"12.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"4";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL869402";"Inhibition of recombinant human cytosolic isozyme CA II";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141209";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"12.0"
"CHEMBL218490";"DORZOLAMIDE";"4.0";"324.45";"0";"0.61";"6";"CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"24.80";"0.58";"7.44";"7.57";"1";"CHEMBL865819";"Inhibitory activity against cloned human CA2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148565";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"9.0"
"CHEMBL220492";"TOPIRAMATE";"4.0";"339.37";"0";"-0.40";"7";"CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"23.57";"0.50";"8.40";"6.92";"1";"CHEMBL856730";"Inhibition of human cloned CA2 by stopped-flow CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137346";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"10.0"
"CHEMBL3342249";"";"None";"590.63";"2";"-1.23";"4c";"CC(=O)OC[C@H]1O[C@@H](S(=O)(=O)NCCCCCCOS(N)(=O)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"13.54";"0.29";"9.23";"3.48";"0";"CHEMBL3386553";"Inhibition of human recombinant carbonic anhydrase 2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351783";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"10.0"
"CHEMBL3342247";"";"None";"534.52";"2";"-2.79";"4a";"CC(=O)OC[C@H]1O[C@@H](S(=O)(=O)NCCOS(N)(=O)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O";"Ki";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"13.15";"0.28";"9.82";"3.06";"0";"CHEMBL3386553";"Inhibition of human recombinant carbonic anhydrase 2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351783";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";"";"94.0"
"CHEMBL17";"DICHLORPHENAMIDE";"4.0";"305.16";"0";"0.29";"DCP";"NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1";"Ki";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"24.32";"0.63";"7.13";"6.17";"1";"CHEMBL1645695";"Inhibition of human recombinant CA2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"38.0"
"CHEMBL865";"VALDECOXIB";"4.0";"314.37";"0";"2.96";"VLX";"Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"23.43";"0.46";"4.41";"8.55";"1";"CHEMBL1645695";"Inhibition of human recombinant CA2 by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641500";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";"";"43.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"AAZ, acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL924880";"Inhibition of human recombinant carbonic anhydrase 2 by CO2 hydration stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145594";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"12.0"
"CHEMBL19";"METHAZOLAMIDE";"4.0";"236.28";"0";"-1.42";"MZA, methazolamide";"CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"33.24";"0.77";"9.27";"7.31";"1";"CHEMBL924880";"Inhibition of human recombinant carbonic anhydrase 2 by CO2 hydration stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145594";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"14.0"
"CHEMBL439243";"";"None";"540.71";"1";"2.79";"8";"CC1(C)CC(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)CC(C)(C)N1[O]";"Ki";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"13.55";"0.29";"4.54";"4.77";"0";"CHEMBL924880";"Inhibition of human recombinant carbonic anhydrase 2 by CO2 hydration stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145594";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";"";"47.0"
"CHEMBL191799";"";"None";"467.81";"None";"None";"5c";"CC1(C)OB(c2ccc(N/C(S)=N/c3ccc(S(N)(=O)=O)cc3Cl)cc2)OC1(C)C";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834887";"Inhibition constant against human recombinant carbonic anhydrase II";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140244";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"5.0"
"CHEMBL20";"ACETAZOLAMIDE";"4.0";"222.25";"0";"-0.86";"Acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"35.64";"0.83";"8.78";"6.89";"1";"CHEMBL2328242";"Inhibition of human CA2 by stopped-flow assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321754";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"0.012"
"CHEMBL328560";"SULTHIAME";"3.0";"290.37";"0";"0.26";"SLT";"NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"27.71";"0.61";"7.79";"8.25";"1";"CHEMBL2327206";"Inhibition of human recombinant carbonic anhydrase 2 by stopped flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2321746";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"9.0"
"CHEMBL191109";"";"None";"561.60";"1";"4.65";"5a";"NS(=O)(=O)c1ccc(N/C(S)=N\c2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)cc1";"Ki";"'='";"41.0";"nM";"7.39";"";"";"UO_0000065";"13.15";"0.26";"2.74";"4.29";"0";"CHEMBL830081";"Inhibition constant against human (cloned) isozyme (hCA II) by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140330";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"41.0"
"CHEMBL372888";"";"None";"575.62";"1";"4.16";"5b";"NS(=O)(=O)c1ccc(C/N=C(S)/N=C2/C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1";"Ki";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"12.78";"0.25";"3.20";"4.28";"0";"CHEMBL830081";"Inhibition constant against human (cloned) isozyme (hCA II) by CO2 hydration method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140330";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";"";"44.0"
"CHEMBL7146";"";"None";"355.44";"0";"0.44";"24";"Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"21.16";"0.45";"7.08";"5.68";"1";"CHEMBL3404499";"Inhibition of human carbonic anhydrase 2 pre-incubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400079";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"30.0"
"CHEMBL268439";"";"None";"335.39";"0";"-0.43";"20";"Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1";"Ki";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"25.94";"0.59";"9.13";"5.50";"1";"CHEMBL3404499";"Inhibition of human carbonic anhydrase 2 pre-incubated for 15 mins by stopped-flow CO2 hydration assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL205";"Carbonic anhydrase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400079";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"2.0"
